label,contrast_0,contrast_45,contrast_90,contrast_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135
cataract,5647.430821078479,5753.671049596006,5651.233609068617,5737.295870818608,0.03876188957183313,0.034914943251424524,0.03969875953819536,0.03449217338441976,0.009302847447273882,0.008963130954050453,0.00924112627253008,0.008937625227047264,16.26881970055569,15.720533725715503,16.194603226931086,15.810678151065986
cataract,5656.720036764689,5718.2521184157085,5647.954488357809,5828.163244905558,0.04012935806284118,0.03536837638986996,0.04028802511599791,0.035583333613665405,0.009444620217210445,0.009112843597308545,0.009428960512183587,0.009082063418683317,17.243682753822856,16.962286931427307,17.259965327829065,16.350353459816304
cataract,5528.260968137255,5665.312556708693,5441.1798866421395,5627.239523259978,0.041259554208304294,0.03646657766911014,0.04194458247613231,0.03679234690540227,0.010293502148089214,0.009943581618168612,0.010287185457669646,0.009969099516155912,20.60318426550338,19.85738994541593,21.057852985748408,20.076629634940073
cataract,5524.710845588194,5663.947589388437,5445.092968750018,5673.75398692785,0.04214806407783401,0.03712050978267664,0.04166474825120355,0.03736072930172698,0.010382956194053265,0.010025326377059721,0.01033555638441927,0.010016918665980172,21.046386931769938,20.245786824035758,21.42657097152078,20.188657437404263
cataract,6484.165609681379,6736.247043444595,6373.8610906862705,6688.71141868491,0.354220109901474,0.3451964776358063,0.35644653708286095,0.34523566121083266,0.31832354908489713,0.31221713297725806,0.32103961739093984,0.3121056312470702,52.46914599196971,50.744961081612175,53.2110838823677,51.05115167950197
cataract,6243.400719975432,6435.610841983685,6197.51058517154,6402.68139946155,0.030337388059340612,0.02607338238710635,0.030954576700975855,0.02705694788332799,0.00612501866552414,0.005820142297729255,0.0061653146160860475,0.005824884561088167,21.010494454014616,20.113040405642966,21.250787284300465,20.265067770838098
cataract,6311.137622548968,6528.45736255268,6296.125428921529,6508.720938100615,0.027389093119610367,0.024076510197280958,0.02798288149251433,0.023418448981196327,0.005540612233529765,0.0054037151651871625,0.005566587717709408,0.005412701812109949,16.162225926615193,15.218654320754744,16.254687834958975,15.303126205600869
cataract,5697.819224877415,5764.34251441727,5677.4073988969785,5718.501391772191,0.04145174088377375,0.03475616336543664,0.039620983198532994,0.034807845765814714,0.009352282384043436,0.00903025717345184,0.009337667864461795,0.009039674195201347,16.432857634604296,16.088109859030652,16.483079578737264,16.34020358172457
cataract,5634.898483455803,5776.036831987473,5650.832552083338,5711.37156478252,0.04043812197483084,0.035432995620846286,0.040066158628757884,0.03638457645975634,0.009425133329753024,0.009068844590007157,0.009408605706126135,0.00909445690570185,17.16830463735343,16.42810708384681,17.032158863737905,16.78623460516594
cataract,5405.578354779345,5553.184052287319,5155.200658700875,5531.175301806737,0.04186090543322194,0.03626369325559472,0.04282664756847141,0.03663810162648373,0.010122640124229376,0.009738609903175384,0.01010767684668693,0.009760272524706081,21.02615139759167,20.20608594524732,22.415762350199333,20.332974894126117
